"N","Time","avg(Cardinality)","avg(M2)","avg(M3)","avg(M4)","avg(Maximum)","avg(Mean)","avg(Minimum)","avg(vtkOriginalRowIds)","max(Cardinality)","max(M2)","max(M3)","max(M4)","max(Maximum)","max(Mean)","max(Minimum)","max(Variable)","max(vtkOriginalRowIds)","med(Cardinality)","med(M2)","med(M3)","med(M4)","med(Maximum)","med(Mean)","med(Minimum)","med(Variable)","med(vtkOriginalRowIds)","min(Cardinality)","min(M2)","min(M3)","min(M4)","min(Maximum)","min(Mean)","min(Minimum)","min(Variable)","min(vtkOriginalRowIds)","q1(Cardinality)","q1(M2)","q1(M3)","q1(M4)","q1(Maximum)","q1(Mean)","q1(Minimum)","q1(Variable)","q1(vtkOriginalRowIds)","q3(Cardinality)","q3(M2)","q3(M3)","q3(M4)","q3(Maximum)","q3(Mean)","q3(Minimum)","q3(Variable)","q3(vtkOriginalRowIds)","std(Cardinality)","std(M2)","std(M3)","std(M4)","std(Maximum)","std(Mean)","std(Minimum)","std(vtkOriginalRowIds)","vtkValidPointMask"
1,0,16128,0,0,0,0,0,0,0,16128,0,0,0,0,0,0,"stress_x_0",0,16128,0,0,0,0,0,0,"stress_x_0",0,16128,0,0,0,0,0,0,"stress_x_0",0,16128,0,0,0,0,0,0,"stress_x_0",0,16128,0,0,0,0,0,0,"stress_x_0",0,0,0,0,0,0,0,0,0,1
1,0.01,16128,8.861e+15,-2.1964e+20,1.9612e+28,2.3578e+06,-1522.3,-3.7304e+06,0,16128,8.861e+15,-2.1964e+20,1.9612e+28,2.3578e+06,-1522.3,-3.7304e+06,"stress_x_0",0,16128,8.861e+15,-2.1964e+20,1.9612e+28,2.3578e+06,-1522.3,-3.7304e+06,"stress_x_0",0,16128,8.861e+15,-2.1964e+20,1.9612e+28,2.3578e+06,-1522.3,-3.7304e+06,"stress_x_0",0,16128,8.861e+15,-2.1964e+20,1.9612e+28,2.3578e+06,-1522.3,-3.7304e+06,"stress_x_0",0,16128,8.861e+15,-2.1964e+20,1.9612e+28,2.3578e+06,-1522.3,-3.7304e+06,"stress_x_0",0,0,0,0,0,0,0,0,0,1
1,0.02,16128,1.9924e+16,-3.3668e+20,9.9398e+28,3.3508e+06,-747.87,-4.7504e+06,0,16128,1.9924e+16,-3.3668e+20,9.9398e+28,3.3508e+06,-747.87,-4.7504e+06,"stress_x_0",0,16128,1.9924e+16,-3.3668e+20,9.9398e+28,3.3508e+06,-747.87,-4.7504e+06,"stress_x_0",0,16128,1.9924e+16,-3.3668e+20,9.9398e+28,3.3508e+06,-747.87,-4.7504e+06,"stress_x_0",0,16128,1.9924e+16,-3.3668e+20,9.9398e+28,3.3508e+06,-747.87,-4.7504e+06,"stress_x_0",0,16128,1.9924e+16,-3.3668e+20,9.9398e+28,3.3508e+06,-747.87,-4.7504e+06,"stress_x_0",0,0,0,0,0,0,0,0,0,1
1,0.03,16128,3.9873e+16,-6.6883e+20,3.3669e+29,4.3527e+06,-3168.3,-6.01e+06,0,16128,3.9873e+16,-6.6883e+20,3.3669e+29,4.3527e+06,-3168.3,-6.01e+06,"stress_x_0",0,16128,3.9873e+16,-6.6883e+20,3.3669e+29,4.3527e+06,-3168.3,-6.01e+06,"stress_x_0",0,16128,3.9873e+16,-6.6883e+20,3.3669e+29,4.3527e+06,-3168.3,-6.01e+06,"stress_x_0",0,16128,3.9873e+16,-6.6883e+20,3.3669e+29,4.3527e+06,-3168.3,-6.01e+06,"stress_x_0",0,16128,3.9873e+16,-6.6883e+20,3.3669e+29,4.3527e+06,-3168.3,-6.01e+06,"stress_x_0",0,0,0,0,0,0,0,0,0,1
1,0.04,16128,6.8217e+16,-7.1029e+20,9.0921e+29,5.4247e+06,-2079.7,-7.3609e+06,0,16128,6.8217e+16,-7.1029e+20,9.0921e+29,5.4247e+06,-2079.7,-7.3609e+06,"stress_x_0",0,16128,6.8217e+16,-7.1029e+20,9.0921e+29,5.4247e+06,-2079.7,-7.3609e+06,"stress_x_0",0,16128,6.8217e+16,-7.1029e+20,9.0921e+29,5.4247e+06,-2079.7,-7.3609e+06,"stress_x_0",0,16128,6.8217e+16,-7.1029e+20,9.0921e+29,5.4247e+06,-2079.7,-7.3609e+06,"stress_x_0",0,16128,6.8217e+16,-7.1029e+20,9.0921e+29,5.4247e+06,-2079.7,-7.3609e+06,"stress_x_0",0,0,0,0,0,0,0,0,0,1
1,0.05,16128,1.0653e+17,-1.4955e+21,2.2055e+30,6.8736e+06,-2846.8,-8.9612e+06,0,16128,1.0653e+17,-1.4955e+21,2.2055e+30,6.8736e+06,-2846.8,-8.9612e+06,"stress_x_0",0,16128,1.0653e+17,-1.4955e+21,2.2055e+30,6.8736e+06,-2846.8,-8.9612e+06,"stress_x_0",0,16128,1.0653e+17,-1.4955e+21,2.2055e+30,6.8736e+06,-2846.8,-8.9612e+06,"stress_x_0",0,16128,1.0653e+17,-1.4955e+21,2.2055e+30,6.8736e+06,-2846.8,-8.9612e+06,"stress_x_0",0,16128,1.0653e+17,-1.4955e+21,2.2055e+30,6.8736e+06,-2846.8,-8.9612e+06,"stress_x_0",0,0,0,0,0,0,0,0,0,1
1,0.06,16128,1.5083e+17,-2.4656e+21,4.1639e+30,7.7148e+06,-4136.3,-1.0168e+07,0,16128,1.5083e+17,-2.4656e+21,4.1639e+30,7.7148e+06,-4136.3,-1.0168e+07,"stress_x_0",0,16128,1.5083e+17,-2.4656e+21,4.1639e+30,7.7148e+06,-4136.3,-1.0168e+07,"stress_x_0",0,16128,1.5083e+17,-2.4656e+21,4.1639e+30,7.7148e+06,-4136.3,-1.0168e+07,"stress_x_0",0,16128,1.5083e+17,-2.4656e+21,4.1639e+30,7.7148e+06,-4136.3,-1.0168e+07,"stress_x_0",0,16128,1.5083e+17,-2.4656e+21,4.1639e+30,7.7148e+06,-4136.3,-1.0168e+07,"stress_x_0",0,0,0,0,0,0,0,0,0,1
1,0.07,16128,2.0551e+17,-3.3523e+21,7.7466e+30,9.0674e+06,-6808.8,-1.2015e+07,0,16128,2.0551e+17,-3.3523e+21,7.7466e+30,9.0674e+06,-6808.8,-1.2015e+07,"stress_x_0",0,16128,2.0551e+17,-3.3523e+21,7.7466e+30,9.0674e+06,-6808.8,-1.2015e+07,"stress_x_0",0,16128,2.0551e+17,-3.3523e+21,7.7466e+30,9.0674e+06,-6808.8,-1.2015e+07,"stress_x_0",0,16128,2.0551e+17,-3.3523e+21,7.7466e+30,9.0674e+06,-6808.8,-1.2015e+07,"stress_x_0",0,16128,2.0551e+17,-3.3523e+21,7.7466e+30,9.0674e+06,-6808.8,-1.2015e+07,"stress_x_0",0,0,0,0,0,0,0,0,0,1
1,0.08,16128,2.6755e+17,-4.6181e+21,1.3084e+31,1.023e+07,-6572.5,-1.3472e+07,0,16128,2.6755e+17,-4.6181e+21,1.3084e+31,1.023e+07,-6572.5,-1.3472e+07,"stress_x_0",0,16128,2.6755e+17,-4.6181e+21,1.3084e+31,1.023e+07,-6572.5,-1.3472e+07,"stress_x_0",0,16128,2.6755e+17,-4.6181e+21,1.3084e+31,1.023e+07,-6572.5,-1.3472e+07,"stress_x_0",0,16128,2.6755e+17,-4.6181e+21,1.3084e+31,1.023e+07,-6572.5,-1.3472e+07,"stress_x_0",0,16128,2.6755e+17,-4.6181e+21,1.3084e+31,1.023e+07,-6572.5,-1.3472e+07,"stress_x_0",0,0,0,0,0,0,0,0,0,1
1,0.09,16128,3.3618e+17,-4.5652e+21,2.0327e+31,1.1084e+07,-4895.7,-1.4398e+07,0,16128,3.3618e+17,-4.5652e+21,2.0327e+31,1.1084e+07,-4895.7,-1.4398e+07,"stress_x_0",0,16128,3.3618e+17,-4.5652e+21,2.0327e+31,1.1084e+07,-4895.7,-1.4398e+07,"stress_x_0",0,16128,3.3618e+17,-4.5652e+21,2.0327e+31,1.1084e+07,-4895.7,-1.4398e+07,"stress_x_0",0,16128,3.3618e+17,-4.5652e+21,2.0327e+31,1.1084e+07,-4895.7,-1.4398e+07,"stress_x_0",0,16128,3.3618e+17,-4.5652e+21,2.0327e+31,1.1084e+07,-4895.7,-1.4398e+07,"stress_x_0",0,0,0,0,0,0,0,0,0,1
