"N","Time","avg(Cardinality)","avg(M2)","avg(M3)","avg(M4)","avg(Maximum)","avg(Mean)","avg(Minimum)","avg(vtkOriginalRowIds)","max(Cardinality)","max(M2)","max(M3)","max(M4)","max(Maximum)","max(Mean)","max(Minimum)","max(Variable)","max(vtkOriginalRowIds)","med(Cardinality)","med(M2)","med(M3)","med(M4)","med(Maximum)","med(Mean)","med(Minimum)","med(Variable)","med(vtkOriginalRowIds)","min(Cardinality)","min(M2)","min(M3)","min(M4)","min(Maximum)","min(Mean)","min(Minimum)","min(Variable)","min(vtkOriginalRowIds)","q1(Cardinality)","q1(M2)","q1(M3)","q1(M4)","q1(Maximum)","q1(Mean)","q1(Minimum)","q1(Variable)","q1(vtkOriginalRowIds)","q3(Cardinality)","q3(M2)","q3(M3)","q3(M4)","q3(Maximum)","q3(Mean)","q3(Minimum)","q3(Variable)","q3(vtkOriginalRowIds)","std(Cardinality)","std(M2)","std(M3)","std(M4)","std(Maximum)","std(Mean)","std(Minimum)","std(vtkOriginalRowIds)","vtkValidPointMask"
1,0.14,16128,4.672e+17,-1.2208e+24,4.0329e+31,1.0058e+07,-6947.4,-1.6709e+07,0,16128,4.672e+17,-1.2208e+24,4.0329e+31,1.0058e+07,-6947.4,-1.6709e+07,"stress_x_0",0,16128,4.672e+17,-1.2208e+24,4.0329e+31,1.0058e+07,-6947.4,-1.6709e+07,"stress_x_0",0,16128,4.672e+17,-1.2208e+24,4.0329e+31,1.0058e+07,-6947.4,-1.6709e+07,"stress_x_0",0,16128,4.672e+17,-1.2208e+24,4.0329e+31,1.0058e+07,-6947.4,-1.6709e+07,"stress_x_0",0,16128,4.672e+17,-1.2208e+24,4.0329e+31,1.0058e+07,-6947.4,-1.6709e+07,"stress_x_0",0,0,0,0,0,0,0,0,0,1
1,0.15,16128,5.3636e+17,-1.5014e+24,5.316e+31,1.0776e+07,-7697.1,-1.7901e+07,0,16128,5.3636e+17,-1.5014e+24,5.316e+31,1.0776e+07,-7697.1,-1.7901e+07,"stress_x_0",0,16128,5.3636e+17,-1.5014e+24,5.316e+31,1.0776e+07,-7697.1,-1.7901e+07,"stress_x_0",0,16128,5.3636e+17,-1.5014e+24,5.316e+31,1.0776e+07,-7697.1,-1.7901e+07,"stress_x_0",0,16128,5.3636e+17,-1.5014e+24,5.316e+31,1.0776e+07,-7697.1,-1.7901e+07,"stress_x_0",0,16128,5.3636e+17,-1.5014e+24,5.316e+31,1.0776e+07,-7697.1,-1.7901e+07,"stress_x_0",0,0,0,0,0,0,0,0,0,1
1,0.16,16128,6.1034e+17,-1.8218e+24,6.8842e+31,1.1496e+07,-9104.3,-1.9094e+07,0,16128,6.1034e+17,-1.8218e+24,6.8842e+31,1.1496e+07,-9104.3,-1.9094e+07,"stress_x_0",0,16128,6.1034e+17,-1.8218e+24,6.8842e+31,1.1496e+07,-9104.3,-1.9094e+07,"stress_x_0",0,16128,6.1034e+17,-1.8218e+24,6.8842e+31,1.1496e+07,-9104.3,-1.9094e+07,"stress_x_0",0,16128,6.1034e+17,-1.8218e+24,6.8842e+31,1.1496e+07,-9104.3,-1.9094e+07,"stress_x_0",0,16128,6.1034e+17,-1.8218e+24,6.8842e+31,1.1496e+07,-9104.3,-1.9094e+07,"stress_x_0",0,0,0,0,0,0,0,0,0,1
1,0.17,16128,6.89e+17,-2.1855e+24,8.7707e+31,1.2223e+07,-9172.5,-2.0295e+07,0,16128,6.89e+17,-2.1855e+24,8.7707e+31,1.2223e+07,-9172.5,-2.0295e+07,"stress_x_0",0,16128,6.89e+17,-2.1855e+24,8.7707e+31,1.2223e+07,-9172.5,-2.0295e+07,"stress_x_0",0,16128,6.89e+17,-2.1855e+24,8.7707e+31,1.2223e+07,-9172.5,-2.0295e+07,"stress_x_0",0,16128,6.89e+17,-2.1855e+24,8.7707e+31,1.2223e+07,-9172.5,-2.0295e+07,"stress_x_0",0,16128,6.89e+17,-2.1855e+24,8.7707e+31,1.2223e+07,-9172.5,-2.0295e+07,"stress_x_0",0,0,0,0,0,0,0,0,0,1
1,0.18,16128,7.7245e+17,-2.5946e+24,1.1024e+32,1.2938e+07,-9898.5,-2.1491e+07,0,16128,7.7245e+17,-2.5946e+24,1.1024e+32,1.2938e+07,-9898.5,-2.1491e+07,"stress_x_0",0,16128,7.7245e+17,-2.5946e+24,1.1024e+32,1.2938e+07,-9898.5,-2.1491e+07,"stress_x_0",0,16128,7.7245e+17,-2.5946e+24,1.1024e+32,1.2938e+07,-9898.5,-2.1491e+07,"stress_x_0",0,16128,7.7245e+17,-2.5946e+24,1.1024e+32,1.2938e+07,-9898.5,-2.1491e+07,"stress_x_0",0,16128,7.7245e+17,-2.5946e+24,1.1024e+32,1.2938e+07,-9898.5,-2.1491e+07,"stress_x_0",0,0,0,0,0,0,0,0,0,1
1,0.19,16128,8.6062e+17,-3.0509e+24,1.3687e+32,1.365e+07,-10212,-2.2674e+07,0,16128,8.6062e+17,-3.0509e+24,1.3687e+32,1.365e+07,-10212,-2.2674e+07,"stress_x_0",0,16128,8.6062e+17,-3.0509e+24,1.3687e+32,1.365e+07,-10212,-2.2674e+07,"stress_x_0",0,16128,8.6062e+17,-3.0509e+24,1.3687e+32,1.365e+07,-10212,-2.2674e+07,"stress_x_0",0,16128,8.6062e+17,-3.0509e+24,1.3687e+32,1.365e+07,-10212,-2.2674e+07,"stress_x_0",0,16128,8.6062e+17,-3.0509e+24,1.3687e+32,1.365e+07,-10212,-2.2674e+07,"stress_x_0",0,0,0,0,0,0,0,0,0,1
1,0.2,16128,9.5361e+17,-3.5587e+24,1.68e+32,1.4374e+07,-10546,-2.3877e+07,0,16128,9.5361e+17,-3.5587e+24,1.68e+32,1.4374e+07,-10546,-2.3877e+07,"stress_x_0",0,16128,9.5361e+17,-3.5587e+24,1.68e+32,1.4374e+07,-10546,-2.3877e+07,"stress_x_0",0,16128,9.5361e+17,-3.5587e+24,1.68e+32,1.4374e+07,-10546,-2.3877e+07,"stress_x_0",0,16128,9.5361e+17,-3.5587e+24,1.68e+32,1.4374e+07,-10546,-2.3877e+07,"stress_x_0",0,16128,9.5361e+17,-3.5587e+24,1.68e+32,1.4374e+07,-10546,-2.3877e+07,"stress_x_0",0,0,0,0,0,0,0,0,0,1
1,0.21,16128,1.0513e+18,-4.1197e+24,2.0425e+32,1.509e+07,-11122,-2.5061e+07,0,16128,1.0513e+18,-4.1197e+24,2.0425e+32,1.509e+07,-11122,-2.5061e+07,"stress_x_0",0,16128,1.0513e+18,-4.1197e+24,2.0425e+32,1.509e+07,-11122,-2.5061e+07,"stress_x_0",0,16128,1.0513e+18,-4.1197e+24,2.0425e+32,1.509e+07,-11122,-2.5061e+07,"stress_x_0",0,16128,1.0513e+18,-4.1197e+24,2.0425e+32,1.509e+07,-11122,-2.5061e+07,"stress_x_0",0,16128,1.0513e+18,-4.1197e+24,2.0425e+32,1.509e+07,-11122,-2.5061e+07,"stress_x_0",0,0,0,0,0,0,0,0,0,1
1,0.22,16128,1.1539e+18,-4.7365e+24,2.4599e+32,1.581e+07,-11905,-2.6262e+07,0,16128,1.1539e+18,-4.7365e+24,2.4599e+32,1.581e+07,-11905,-2.6262e+07,"stress_x_0",0,16128,1.1539e+18,-4.7365e+24,2.4599e+32,1.581e+07,-11905,-2.6262e+07,"stress_x_0",0,16128,1.1539e+18,-4.7365e+24,2.4599e+32,1.581e+07,-11905,-2.6262e+07,"stress_x_0",0,16128,1.1539e+18,-4.7365e+24,2.4599e+32,1.581e+07,-11905,-2.6262e+07,"stress_x_0",0,16128,1.1539e+18,-4.7365e+24,2.4599e+32,1.581e+07,-11905,-2.6262e+07,"stress_x_0",0,0,0,0,0,0,0,0,0,1
1,0.23,16128,1.2611e+18,-5.412e+24,2.9387e+32,1.6524e+07,-12338,-2.745e+07,0,16128,1.2611e+18,-5.412e+24,2.9387e+32,1.6524e+07,-12338,-2.745e+07,"stress_x_0",0,16128,1.2611e+18,-5.412e+24,2.9387e+32,1.6524e+07,-12338,-2.745e+07,"stress_x_0",0,16128,1.2611e+18,-5.412e+24,2.9387e+32,1.6524e+07,-12338,-2.745e+07,"stress_x_0",0,16128,1.2611e+18,-5.412e+24,2.9387e+32,1.6524e+07,-12338,-2.745e+07,"stress_x_0",0,16128,1.2611e+18,-5.412e+24,2.9387e+32,1.6524e+07,-12338,-2.745e+07,"stress_x_0",0,0,0,0,0,0,0,0,0,1
1,0.24,16128,1.3731e+18,-6.1498e+24,3.4835e+32,1.7248e+07,-12474,-2.8649e+07,0,16128,1.3731e+18,-6.1498e+24,3.4835e+32,1.7248e+07,-12474,-2.8649e+07,"stress_x_0",0,16128,1.3731e+18,-6.1498e+24,3.4835e+32,1.7248e+07,-12474,-2.8649e+07,"stress_x_0",0,16128,1.3731e+18,-6.1498e+24,3.4835e+32,1.7248e+07,-12474,-2.8649e+07,"stress_x_0",0,16128,1.3731e+18,-6.1498e+24,3.4835e+32,1.7248e+07,-12474,-2.8649e+07,"stress_x_0",0,16128,1.3731e+18,-6.1498e+24,3.4835e+32,1.7248e+07,-12474,-2.8649e+07,"stress_x_0",0,0,0,0,0,0,0,0,0,1
1,0.25,16128,1.49e+18,-6.9505e+24,4.1023e+32,1.7965e+07,-13507,-2.9836e+07,0,16128,1.49e+18,-6.9505e+24,4.1023e+32,1.7965e+07,-13507,-2.9836e+07,"stress_x_0",0,16128,1.49e+18,-6.9505e+24,4.1023e+32,1.7965e+07,-13507,-2.9836e+07,"stress_x_0",0,16128,1.49e+18,-6.9505e+24,4.1023e+32,1.7965e+07,-13507,-2.9836e+07,"stress_x_0",0,16128,1.49e+18,-6.9505e+24,4.1023e+32,1.7965e+07,-13507,-2.9836e+07,"stress_x_0",0,16128,1.49e+18,-6.9505e+24,4.1023e+32,1.7965e+07,-13507,-2.9836e+07,"stress_x_0",0,0,0,0,0,0,0,0,0,1
1,0.26,16128,1.6116e+18,-7.8184e+24,4.7996e+32,1.8681e+07,-14264,-3.103e+07,0,16128,1.6116e+18,-7.8184e+24,4.7996e+32,1.8681e+07,-14264,-3.103e+07,"stress_x_0",0,16128,1.6116e+18,-7.8184e+24,4.7996e+32,1.8681e+07,-14264,-3.103e+07,"stress_x_0",0,16128,1.6116e+18,-7.8184e+24,4.7996e+32,1.8681e+07,-14264,-3.103e+07,"stress_x_0",0,16128,1.6116e+18,-7.8184e+24,4.7996e+32,1.8681e+07,-14264,-3.103e+07,"stress_x_0",0,16128,1.6116e+18,-7.8184e+24,4.7996e+32,1.8681e+07,-14264,-3.103e+07,"stress_x_0",0,0,0,0,0,0,0,0,0,1
1,0.27,16128,1.7379e+18,-8.7564e+24,5.5806e+32,1.9399e+07,-14097,-3.2225e+07,0,16128,1.7379e+18,-8.7564e+24,5.5806e+32,1.9399e+07,-14097,-3.2225e+07,"stress_x_0",0,16128,1.7379e+18,-8.7564e+24,5.5806e+32,1.9399e+07,-14097,-3.2225e+07,"stress_x_0",0,16128,1.7379e+18,-8.7564e+24,5.5806e+32,1.9399e+07,-14097,-3.2225e+07,"stress_x_0",0,16128,1.7379e+18,-8.7564e+24,5.5806e+32,1.9399e+07,-14097,-3.2225e+07,"stress_x_0",0,16128,1.7379e+18,-8.7564e+24,5.5806e+32,1.9399e+07,-14097,-3.2225e+07,"stress_x_0",0,0,0,0,0,0,0,0,0,1
1,0.28,16128,1.869e+18,-9.7653e+24,6.4549e+32,2.0115e+07,-14946,-3.3418e+07,0,16128,1.869e+18,-9.7653e+24,6.4549e+32,2.0115e+07,-14946,-3.3418e+07,"stress_x_0",0,16128,1.869e+18,-9.7653e+24,6.4549e+32,2.0115e+07,-14946,-3.3418e+07,"stress_x_0",0,16128,1.869e+18,-9.7653e+24,6.4549e+32,2.0115e+07,-14946,-3.3418e+07,"stress_x_0",0,16128,1.869e+18,-9.7653e+24,6.4549e+32,2.0115e+07,-14946,-3.3418e+07,"stress_x_0",0,16128,1.869e+18,-9.7653e+24,6.4549e+32,2.0115e+07,-14946,-3.3418e+07,"stress_x_0",0,0,0,0,0,0,0,0,0,1
1,0.29,16128,2.0049e+18,-1.0849e+25,7.4272e+32,2.084e+07,-15390,-3.4613e+07,0,16128,2.0049e+18,-1.0849e+25,7.4272e+32,2.084e+07,-15390,-3.4613e+07,"stress_x_0",0,16128,2.0049e+18,-1.0849e+25,7.4272e+32,2.084e+07,-15390,-3.4613e+07,"stress_x_0",0,16128,2.0049e+18,-1.0849e+25,7.4272e+32,2.084e+07,-15390,-3.4613e+07,"stress_x_0",0,16128,2.0049e+18,-1.0849e+25,7.4272e+32,2.084e+07,-15390,-3.4613e+07,"stress_x_0",0,16128,2.0049e+18,-1.0849e+25,7.4272e+32,2.084e+07,-15390,-3.4613e+07,"stress_x_0",0,0,0,0,0,0,0,0,0,1
1,0.3,16128,2.1456e+18,-1.2011e+25,8.5064e+32,2.1553e+07,-16097,-3.5804e+07,0,16128,2.1456e+18,-1.2011e+25,8.5064e+32,2.1553e+07,-16097,-3.5804e+07,"stress_x_0",0,16128,2.1456e+18,-1.2011e+25,8.5064e+32,2.1553e+07,-16097,-3.5804e+07,"stress_x_0",0,16128,2.1456e+18,-1.2011e+25,8.5064e+32,2.1553e+07,-16097,-3.5804e+07,"stress_x_0",0,16128,2.1456e+18,-1.2011e+25,8.5064e+32,2.1553e+07,-16097,-3.5804e+07,"stress_x_0",0,16128,2.1456e+18,-1.2011e+25,8.5064e+32,2.1553e+07,-16097,-3.5804e+07,"stress_x_0",0,0,0,0,0,0,0,0,0,1
1,0.31,16128,2.2909e+18,-1.3254e+25,9.6969e+32,2.2276e+07,-16057,-3.7007e+07,0,16128,2.2909e+18,-1.3254e+25,9.6969e+32,2.2276e+07,-16057,-3.7007e+07,"stress_x_0",0,16128,2.2909e+18,-1.3254e+25,9.6969e+32,2.2276e+07,-16057,-3.7007e+07,"stress_x_0",0,16128,2.2909e+18,-1.3254e+25,9.6969e+32,2.2276e+07,-16057,-3.7007e+07,"stress_x_0",0,16128,2.2909e+18,-1.3254e+25,9.6969e+32,2.2276e+07,-16057,-3.7007e+07,"stress_x_0",0,16128,2.2909e+18,-1.3254e+25,9.6969e+32,2.2276e+07,-16057,-3.7007e+07,"stress_x_0",0,0,0,0,0,0,0,0,0,1
1,0.32,16128,2.4412e+18,-1.4578e+25,1.1012e+33,2.2992e+07,-16906,-3.8192e+07,0,16128,2.4412e+18,-1.4578e+25,1.1012e+33,2.2992e+07,-16906,-3.8192e+07,"stress_x_0",0,16128,2.4412e+18,-1.4578e+25,1.1012e+33,2.2992e+07,-16906,-3.8192e+07,"stress_x_0",0,16128,2.4412e+18,-1.4578e+25,1.1012e+33,2.2992e+07,-16906,-3.8192e+07,"stress_x_0",0,16128,2.4412e+18,-1.4578e+25,1.1012e+33,2.2992e+07,-16906,-3.8192e+07,"stress_x_0",0,16128,2.4412e+18,-1.4578e+25,1.1012e+33,2.2992e+07,-16906,-3.8192e+07,"stress_x_0",0,0,0,0,0,0,0,0,0,1
1,0.33,16128,2.5961e+18,-1.5987e+25,1.2453e+33,2.3706e+07,-17244,-3.9384e+07,0,16128,2.5961e+18,-1.5987e+25,1.2453e+33,2.3706e+07,-17244,-3.9384e+07,"stress_x_0",0,16128,2.5961e+18,-1.5987e+25,1.2453e+33,2.3706e+07,-17244,-3.9384e+07,"stress_x_0",0,16128,2.5961e+18,-1.5987e+25,1.2453e+33,2.3706e+07,-17244,-3.9384e+07,"stress_x_0",0,16128,2.5961e+18,-1.5987e+25,1.2453e+33,2.3706e+07,-17244,-3.9384e+07,"stress_x_0",0,16128,2.5961e+18,-1.5987e+25,1.2453e+33,2.3706e+07,-17244,-3.9384e+07,"stress_x_0",0,0,0,0,0,0,0,0,0,1
1,0.34,16128,2.7558e+18,-1.7485e+25,1.4032e+33,2.4429e+07,-17909,-4.0583e+07,0,16128,2.7558e+18,-1.7485e+25,1.4032e+33,2.4429e+07,-17909,-4.0583e+07,"stress_x_0",0,16128,2.7558e+18,-1.7485e+25,1.4032e+33,2.4429e+07,-17909,-4.0583e+07,"stress_x_0",0,16128,2.7558e+18,-1.7485e+25,1.4032e+33,2.4429e+07,-17909,-4.0583e+07,"stress_x_0",0,16128,2.7558e+18,-1.7485e+25,1.4032e+33,2.4429e+07,-17909,-4.0583e+07,"stress_x_0",0,16128,2.7558e+18,-1.7485e+25,1.4032e+33,2.4429e+07,-17909,-4.0583e+07,"stress_x_0",0,0,0,0,0,0,0,0,0,1
